indicator_code,diagnosis_group,provider_code,provider_name,spells,observed,expected
I00699,119,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,1279,0,5.4848
I00699,119,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1028,*,4.4726
I00699,119,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,440,*,1.8877
I00699,119,RWJ,STOCKPORT NHS FOUNDATION TRUST,610,*,2.6053
I00699,119,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,1105,*,4.8172
I00699,119,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,731,*,3.205
I00699,119,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,755,0,3.2253
I00699,119,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,826,*,3.7409
I00699,119,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,427,0,1.8884
I00699,119,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,522,*,2.2923
I00699,119,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,664,*,3.0029
I00699,119,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,1327,7,5.6658
I00699,119,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,547,*,2.3488
I00699,119,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,602,0,2.5635
I00699,119,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,702,*,3.0111
I00699,119,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,910,0,4.1289
I00699,119,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,1227,11,5.3711
I00699,119,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,639,*,2.8152
I00699,119,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,1577,7,6.9127
I00699,119,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,648,*,2.9342
I00699,120,R1F,ISLE OF WIGHT NHS TRUST,224,20,22.2564
I00699,120,R1H,BARTS HEALTH NHS TRUST,724,76,61.6711
I00699,120,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,483,47,44.3175
I00699,120,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,358,21,30.582
I00699,120,RA3,WESTON AREA HEALTH NHS TRUST,300,39,26.08
I00699,120,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,283,22,24.6089
I00699,120,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,335,46,32.3685
I00699,120,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,828,46,86.1102
I00699,120,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,364,35,31.3192
I00699,120,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,484,37,45.1329
I00699,120,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,604,42,57.0782
I00699,120,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,288,27,26.2
I00699,120,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,234,21,20.4383
I00699,120,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,381,28,37.1336
I00699,120,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,411,30,35.4354
I00699,120,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,349,37,30.1342
I00699,120,RBK,WALSALL HEALTHCARE NHS TRUST,342,31,34.1823
I00699,120,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,512,48,50.6061
I00699,120,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,442,49,41.0239
I00699,120,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,336,31,30.2623
I00699,120,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,526,24,53.7992
I00699,120,RC1,BEDFORD HOSPITAL NHS TRUST,260,16,21.2406
I00699,120,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,332,29,29.29
I00699,120,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,938,94,88.6987
I00699,120,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,286,34,26.8553
I00699,120,RCF,AIREDALE NHS FOUNDATION TRUST,308,40,29.3459
I00699,120,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",403,31,37.8327
I00699,120,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,599,50,56.7584
I00699,120,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1059,80,112.9467
I00699,120,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,245,28,20.6557
I00699,120,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,407,28,40.6584
I00699,120,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,590,62,53.5471
I00699,120,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,920,81,82.9438
I00699,120,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,70,*,5.2653
I00699,120,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,230,29,19.9558
I00699,120,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,714,80,70.179
I00699,120,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,454,49,37.3809
I00699,120,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",434,40,44.0776
I00699,120,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,334,32,31.1867
I00699,120,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,305,33,25.6225
I00699,120,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,455,36,44.0366
I00699,120,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,451,38,38.5003
I00699,120,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,406,48,38.6974
I00699,120,RGQ,IPSWICH HOSPITAL NHS TRUST,470,46,44.6857
I00699,120,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,357,26,33.2518
I00699,120,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,466,35,43.3432
I00699,120,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,588,23,51.6886
I00699,120,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,639,76,62.7453
I00699,120,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,645,81,62.1875
I00699,120,RHU,PORTSMOUTH HOSPITALS NHS TRUST,758,43,63.9454
I00699,120,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,458,35,37.6471
I00699,120,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,210,15,15.0765
I00699,120,RJ2,LEWISHAM AND GREENWICH NHS TRUST,576,61,48.0407
I00699,120,RJ6,CROYDON HEALTH SERVICES NHS TRUST,270,33,17.2562
I00699,120,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,339,25,27.4415
I00699,120,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,358,33,29.0093
I00699,120,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,921,62,70.6786
I00699,120,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,446,23,40.3637
I00699,120,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,619,54,59.1346
I00699,120,RJN,EAST CHESHIRE NHS TRUST,265,28,23.4241
I00699,120,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,352,31,29.8193
I00699,120,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,639,48,55.8385
I00699,120,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,396,35,35.4962
I00699,120,RK9,PLYMOUTH HOSPITALS NHS TRUST,555,40,49.4264
I00699,120,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,585,64,56.4508
I00699,120,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,186,*,14.0891
I00699,120,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,530,48,50.5633
I00699,120,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,429,40,35.998
I00699,120,RLQ,WYE VALLEY NHS TRUST,317,44,27.2641
I00699,120,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,244,32,24.0467
I00699,120,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,835,75,66.8765
I00699,120,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,388,40,33.2974
I00699,120,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,327,31,28.3106
I00699,120,RMC,BOLTON NHS FOUNDATION TRUST,390,23,33.0036
I00699,120,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,339,16,30.907
I00699,120,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,619,37,52.737
I00699,120,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,579,42,50.051
I00699,120,RN7,DARTFORD AND GRAVESHAM NHS TRUST,335,24,27.3899
I00699,120,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,607,75,54.8278
I00699,120,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,509,46,46.1903
I00699,120,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,382,31,31.9893
I00699,120,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,397,28,33.8309
I00699,120,RNZ,SALISBURY NHS FOUNDATION TRUST,302,19,31.7272
I00699,120,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,587,56,52.9512
I00699,120,RPA,MEDWAY NHS FOUNDATION TRUST,445,39,38.0054
I00699,120,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,427,45,33.1391
I00699,120,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,527,51,46.5182
I00699,120,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,452,34,36.9008
I00699,120,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,213,34,19.7866
I00699,120,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,366,34,31.6149
I00699,120,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,101,7,7.8691
I00699,120,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,940,107,83.539
I00699,120,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,325,37,28.4293
I00699,120,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,794,76,72.5187
I00699,120,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",348,26,30.0389
I00699,120,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,500,53,46.3722
I00699,120,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,163,16,11.4741
I00699,120,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,497,41,40.6114
I00699,120,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,750,94,71.053
I00699,120,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,687,83,61.782
I00699,120,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,562,43,50.2148
I00699,120,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,810,58,70.3876
I00699,120,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,437,40,40.5934
I00699,120,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,511,42,47.1849
I00699,120,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,541,47,47.1249
I00699,120,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,512,55,44.2081
I00699,120,RVJ,NORTH BRISTOL NHS TRUST,540,51,49.7396
I00699,120,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,441,41,36.6274
I00699,120,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,983,65,88.1118
I00699,120,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,428,43,38.8752
I00699,120,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,323,30,28.4827
I00699,120,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,257,24,19.2158
I00699,120,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,772,78,71.2812
I00699,120,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,665,73,57.5885
I00699,120,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,908,81,75.9773
I00699,120,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,856,77,74.5229
I00699,120,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,659,57,55.3017
I00699,120,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,459,33,39.9073
I00699,120,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,452,49,42.9505
I00699,120,RWJ,STOCKPORT NHS FOUNDATION TRUST,424,38,42.6437
I00699,120,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,778,75,65.3566
I00699,120,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,377,36,31.3842
I00699,120,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,518,58,45.1275
I00699,120,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,855,55,81.0168
I00699,120,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,681,50,59.7645
I00699,120,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,555,54,51.3582
I00699,120,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,634,33,58.1303
I00699,120,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,396,37,32.8819
I00699,120,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,532,54,47.0083
I00699,120,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,478,39,39.6135
I00699,120,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,825,75,72.1643
I00699,120,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,446,46,42.3187
I00699,120,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,540,59,49.7181
I00699,120,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,697,62,62.2072
I00699,120,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,291,27,21.0105
I00699,120,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,934,76,84.9299
I00699,121,R1F,ISLE OF WIGHT NHS TRUST,224,0,1.7009
I00699,121,R1H,BARTS HEALTH NHS TRUST,1211,10,8.237
I00699,121,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,832,9,6.8197
I00699,121,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,544,9,6.0407
I00699,121,RA3,WESTON AREA HEALTH NHS TRUST,202,*,2.8062
I00699,121,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,460,7,4.5078
I00699,121,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,808,10,4.9992
I00699,121,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,576,6,9.466
I00699,121,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,860,*,3.3304
I00699,121,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,513,7,6.2267
I00699,121,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,924,*,10.3788
I00699,121,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,358,*,2.7824
I00699,121,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,379,*,4.2498
I00699,121,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,488,*,5.0191
I00699,121,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,534,*,5.4454
I00699,121,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,448,*,4.0321
I00699,121,RBK,WALSALL HEALTHCARE NHS TRUST,315,*,2.5334
I00699,121,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,576,7,8.2676
I00699,121,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,853,*,5.6004
I00699,121,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,394,*,4.0862
I00699,121,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,360,*,5.0376
I00699,121,RC1,BEDFORD HOSPITAL NHS TRUST,403,*,3.3079
I00699,121,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,470,*,3.1714
I00699,121,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,906,*,10.8087
I00699,121,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,346,*,2.787
I00699,121,RCF,AIREDALE NHS FOUNDATION TRUST,299,6,4.0638
I00699,121,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",372,*,4.9986
I00699,121,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,599,*,7.2568
I00699,121,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,690,*,7.9876
I00699,121,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,381,*,2.2957
I00699,121,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,480,*,4.027
I00699,121,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,570,*,6.3446
I00699,121,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,1481,10,12.656
I00699,121,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,222,*,5.9128
I00699,121,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,171,*,2.4449
I00699,121,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,830,7,7.3272
I00699,121,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,537,7,5.4787
I00699,121,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",404,*,3.7533
I00699,121,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,477,*,4.7369
I00699,121,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,396,*,1.6281
I00699,121,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,550,7,6.2869
I00699,121,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,734,6,5.5021
I00699,121,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,269,*,2.3607
I00699,121,RGQ,IPSWICH HOSPITAL NHS TRUST,450,*,5.3839
I00699,121,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,387,6,4.6377
I00699,121,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,799,*,7.8803
I00699,121,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,655,*,6.5636
I00699,121,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,988,13,8.5554
I00699,121,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,629,8,7.4042
I00699,121,RHU,PORTSMOUTH HOSPITALS NHS TRUST,914,6,9.728
I00699,121,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,558,*,4.2167
I00699,121,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,819,0,4.0248
I00699,121,RJ2,LEWISHAM AND GREENWICH NHS TRUST,883,12,6.2657
I00699,121,RJ6,CROYDON HEALTH SERVICES NHS TRUST,462,8,4.614
I00699,121,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,823,7,6.2161
I00699,121,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,522,8,3.7664
I00699,121,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1038,7,6.3409
I00699,121,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,355,*,5.0922
I00699,121,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,615,*,3.0568
I00699,121,RJN,EAST CHESHIRE NHS TRUST,284,*,4.1314
I00699,121,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,551,11,4.0835
I00699,121,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,897,*,7.3752
I00699,121,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,456,*,3.75
I00699,121,RK9,PLYMOUTH HOSPITALS NHS TRUST,621,7,6.8185
I00699,121,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1131,9,9.4655
I00699,121,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,332,*,2.2075
I00699,121,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,468,*,5.1635
I00699,121,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,638,6,6.0328
I00699,121,RLQ,WYE VALLEY NHS TRUST,294,6,2.5449
I00699,121,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,342,7,3.5468
I00699,121,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,828,8,8.161
I00699,121,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,649,8,4.8629
I00699,121,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,383,*,3.8281
I00699,121,RMC,BOLTON NHS FOUNDATION TRUST,571,6,4.2026
I00699,121,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,300,*,2.0934
I00699,121,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,536,10,6.0857
I00699,121,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,607,*,4.1694
I00699,121,RN7,DARTFORD AND GRAVESHAM NHS TRUST,455,*,3.706
I00699,121,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,668,9,7.193
I00699,121,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,484,*,4.2303
I00699,121,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,438,*,3.6099
I00699,121,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,627,*,5.4847
I00699,121,RNZ,SALISBURY NHS FOUNDATION TRUST,485,*,4.7764
I00699,121,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,941,8,6.3903
I00699,121,RPA,MEDWAY NHS FOUNDATION TRUST,617,6,4.0624
I00699,121,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,498,7,4.6832
I00699,121,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1141,6,5.9622
I00699,121,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,879,6,6.684
I00699,121,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,320,*,1.6457
I00699,121,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,476,*,3.086
I00699,121,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,275,*,2.4748
I00699,121,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,1226,9,12.5024
I00699,121,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,445,*,4.3299
I00699,121,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1360,6,8.079
I00699,121,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",465,*,4.2377
I00699,121,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1079,*,5.3747
I00699,121,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,477,0,2.2579
I00699,121,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1004,*,5.5461
I00699,121,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,908,6,7.7266
I00699,121,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,919,15,9.5478
I00699,121,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,762,*,5.5396
I00699,121,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1069,8,8.527
I00699,121,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,377,6,3.7494
I00699,121,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,517,6,6.2461
I00699,121,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,665,6,3.1802
I00699,121,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,789,9,7.0782
I00699,121,RVJ,NORTH BRISTOL NHS TRUST,506,8,7.1129
I00699,121,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,638,11,7.9671
I00699,121,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,859,8,9.0415
I00699,121,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,536,*,3.969
I00699,121,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,342,*,3.4655
I00699,121,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1000,8,4.2197
I00699,121,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,1207,7,8.6197
I00699,121,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,968,6,5.8946
I00699,121,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,1158,12,8.674
I00699,121,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,1046,11,9.4492
I00699,121,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,850,6,7.0649
I00699,121,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,633,*,6.2308
I00699,121,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,927,8,5.6747
I00699,121,RWJ,STOCKPORT NHS FOUNDATION TRUST,714,*,5.0882
I00699,121,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,860,*,6.1547
